Date,Code,Open,High,Low,Close,Preclose,Volume,Amount,adjustflag,Turn,tradestatus,pctChg,isST
2021-05-07,sh.601899,11.9700,12.0900,11.8400,11.9200,11.5400,501563280,5992351538.7200,3,2.553700,1,3.292900,0
2021-05-10,sh.601899,12.3500,12.5000,12.1300,12.3500,11.9200,577791600,7112689364.3200,3,2.941900,1,3.607400,0
2021-05-11,sh.601899,11.9000,11.9000,11.3100,11.5800,12.3500,533978720,6190222552.7000,3,2.718800,1,-6.234800,0
2021-05-12,sh.601899,11.5000,11.7800,11.4100,11.7500,11.5800,267046039,3109739688.0400,3,1.359700,1,1.468000,0
2021-05-13,sh.601899,11.2600,11.4100,11.0000,11.0800,11.7500,401687360,4482547608.9000,3,2.045200,1,-5.702100,0
2021-05-14,sh.601899,11.0100,11.1200,10.7000,11.0600,11.0800,359966288,3923947721.6700,3,1.832800,1,-0.180500,0
2021-05-17,sh.601899,11.1200,11.5000,11.0000,11.4500,11.0600,382905376,4320022450.5200,3,1.949600,1,3.526200,0
2021-05-18,sh.601899,11.7400,11.8800,11.5900,11.7300,11.4500,293717680,3452682328.7200,3,1.495500,1,2.445400,0
2021-05-19,sh.601899,11.5700,11.5700,11.3200,11.4200,11.7300,260692258,2972228880.7900,3,1.327300,1,-2.642800,0
2021-05-20,sh.601899,10.9000,11.1000,10.6000,10.9300,11.4200,440449024,4757953611.5700,3,2.242600,1,-4.290700,0
2021-05-21,sh.601899,10.8000,11.0300,10.6700,10.8200,10.9300,273640496,2962046118.1000,3,1.393300,1,-1.006400,0
2021-05-24,sh.601899,10.5600,10.7600,10.4900,10.6200,10.8200,261063789,2769535488.1800,3,1.329200,1,-1.848400,0
2021-05-25,sh.601899,10.6900,11.0100,10.5500,10.9300,10.6200,309188928,3349195351.5200,3,1.574300,1,2.919000,0
2021-05-26,sh.601899,10.9300,11.1900,10.8800,11.0600,10.9300,264624958,2921685346.8800,3,1.347400,1,1.189400,0
2021-05-27,sh.601899,11.1900,11.2400,10.9600,11.1400,11.0600,235782674,2619503633.0200,3,1.200500,1,0.723300,0
2021-05-28,sh.601899,11.4400,11.5100,11.1900,11.1900,11.1400,284479216,3228782021.9800,3,1.448400,1,0.448800,0
2021-05-31,sh.601899,11.2900,11.3800,11.0900,11.2300,11.1900,274209232,3077621769.2400,3,1.396200,1,0.357500,0
2021-06-01,sh.601899,11.1500,11.4400,11.0700,11.4400,11.2300,299210048,3371369883.8400,3,1.517100,1,1.870000,0
2021-06-02,sh.601899,11.3000,11.4000,11.1500,11.1800,11.4400,241051336,2711209480.8700,3,1.222200,1,-2.272700,0
2021-06-03,sh.601899,11.1400,11.2700,11.0000,11.0000,11.1800,264730027,2946459114.1700,3,1.342200,1,-1.610000,0
2021-06-04,sh.601899,10.5100,10.9700,10.3900,10.8400,11.0000,402898080,4289951088.0100,3,2.042800,1,-1.454500,0
2021-06-07,sh.601899,10.8700,11.3200,10.8500,11.1700,10.8400,332356304,3695016908.7300,3,1.685100,1,3.044300,0
2021-06-08,sh.601899,11.2900,11.3500,10.9900,11.0600,11.1700,261484316,2907604384.4500,3,1.325800,1,-0.984800,0
2021-06-09,sh.601899,11.2000,11.2000,10.9100,11.0800,11.0600,207377190,2297180996.5700,3,1.051400,1,0.180800,0
2021-06-10,sh.601899,11.1000,11.2400,11.0500,11.0700,11.0800,216082902,2404639032.1200,3,1.095600,1,-0.090300,0
2021-06-11,sh.601899,11.1200,11.2700,10.8100,11.0000,11.0700,418514480,4630407468.7200,3,2.122000,1,-0.632300,0
2021-06-15,sh.601899,10.8800,10.9000,10.4000,10.4700,11.0000,460805360,4871405687.4000,3,2.336400,1,-4.818200,0
2021-06-16,sh.601899,10.2700,10.3900,9.9000,9.9400,10.4700,416736944,4188211881.9300,3,2.112900,1,-5.062100,0
2021-06-17,sh.601899,9.7800,10.0700,9.7300,9.8700,9.9400,251847790,2496062963.7100,3,1.276900,1,-0.704200,0
2021-06-18,sh.601899,9.5300,9.8400,9.3800,9.7700,9.8700,398962480,3841538872.8600,3,2.022800,1,-1.013200,0
2021-06-21,sh.601899,9.6400,9.8500,9.5700,9.7600,9.7700,243546360,2368894152.4200,3,1.234800,1,-0.102400,0
2021-06-22,sh.601899,9.8600,9.8900,9.7100,9.7800,9.7600,227173133,2227761262.2100,3,1.151800,1,0.204900,0
2021-06-23,sh.601899,9.8300,9.8400,9.6900,9.7800,9.7800,235780723,2305475530.1200,3,1.195500,1,0.000000,0
2021-06-24,sh.601899,9.8300,9.8700,9.6200,9.7300,9.7800,207415719,2021424296.0500,3,1.051600,1,-0.511200,0
2021-06-25,sh.601899,9.7500,10.1700,9.7500,10.1500,9.7300,371821152,3740231216.5400,3,1.814200,1,4.316500,0
2021-06-28,sh.601899,10.1500,10.1500,9.9200,9.9700,10.1500,239332470,2387798338.4000,3,1.213500,1,-1.773400,0
2021-06-29,sh.601899,9.9300,9.9300,9.5700,9.6500,9.9700,287644320,2789464365.1400,3,1.403500,1,-3.209600,0
2021-06-30,sh.601899,9.6400,9.7500,9.5200,9.6900,9.6500,141339080,1365157035.4300,3,0.689600,1,0.414500,0
2021-07-01,sh.601899,9.7400,9.7900,9.6100,9.7900,9.6900,159486111,1552823715.3200,3,0.778200,1,1.032000,0
2021-07-02,sh.601899,9.8800,10.0900,9.7900,9.8400,9.7900,302368928,3000272960.7500,3,1.475400,1,0.510700,0
2021-07-05,sh.601899,9.8500,10.0800,9.8400,10.0300,9.8400,298247136,2972403627.3600,3,1.455200,1,1.930900,0
2021-07-06,sh.601899,10.1100,10.1500,9.9000,10.0400,10.0300,245210281,2449466647.7900,3,1.196500,1,0.099700,0
2021-07-07,sh.601899,9.8300,10.0700,9.7600,9.9900,10.0400,244861197,2428009619.6100,3,1.194800,1,-0.498000,0
2021-07-08,sh.601899,10.0700,10.0900,9.6800,9.7300,9.9900,307122592,3018272388.7400,3,1.498500,1,-2.602600,0
2021-07-09,sh.601899,9.6300,10.2300,9.5500,10.1400,9.6100,524989984,5251637905.4000,3,2.561600,1,5.515100,0
2021-07-12,sh.601899,10.4800,10.7000,10.2800,10.3800,10.1400,515750928,5402078978.3500,3,2.516500,1,2.366900,0
2021-07-13,sh.601899,10.3000,10.5000,10.0300,10.1500,10.3800,287840304,2929502128.2300,3,1.404500,1,-2.215800,0
2021-07-14,sh.601899,10.0300,10.0300,9.7800,9.8200,10.1500,303091648,2985594542.0500,3,1.478900,1,-3.251200,0
2021-07-15,sh.601899,9.8400,10.0400,9.6500,10.0300,9.8200,299806672,2956474075.2900,3,1.462900,1,2.138500,0
2021-07-16,sh.601899,10.0000,10.2000,9.8800,10.0000,10.0300,271506592,2723085432.5400,3,1.324800,1,-0.299100,0
2021-07-19,sh.601899,9.9200,10.0500,9.8500,9.9700,10.0000,255394747,2543088628.9500,3,1.246200,1,-0.300000,0
2021-07-20,sh.601899,9.7700,9.7800,9.6200,9.7200,9.9700,274588416,2662218196.6900,3,1.339800,1,-2.507500,0
2021-07-21,sh.601899,9.7500,9.8400,9.6500,9.8200,9.7200,293460784,2855218715.8600,3,1.431900,1,1.028800,0
2021-07-22,sh.601899,9.7700,10.1000,9.7000,10.0300,9.8200,374177424,3721218657.0100,3,1.825700,1,2.138500,0
2021-07-23,sh.601899,10.0300,10.3800,10.0000,10.1300,10.0300,438245056,4475502580.2700,3,2.138300,1,0.997000,0
2021-07-26,sh.601899,10.3500,10.4500,9.9500,10.1800,10.1300,465878176,4768601800.3700,3,2.273200,1,0.493600,0
2021-07-27,sh.601899,10.5200,11.1300,10.4700,10.6400,10.1800,927630608,10055251098.7100,3,4.526200,1,4.518700,0
2021-07-28,sh.601899,10.5100,10.6000,9.9100,10.0200,10.6400,551300384,5580639800.1200,3,2.690000,1,-5.827100,0
2021-07-29,sh.601899,10.1800,10.3000,9.9200,10.2400,10.0200,392959024,3977584187.4700,3,1.917400,1,2.195600,0
2021-07-30,sh.601899,10.2400,10.4000,10.0900,10.2500,10.2400,291420832,2975393471.6800,3,1.421900,1,0.097700,0
2021-08-02,sh.601899,10.3800,11.0000,10.1600,10.8100,10.2500,583619328,6142871807.8200,3,2.847700,1,5.463400,0
2021-08-03,sh.601899,10.7600,10.7700,10.3300,10.4100,10.8100,410342432,4302764778.9900,3,2.002200,1,-3.700300,0
2021-08-04,sh.601899,10.4200,10.5900,10.2200,10.5300,10.4100,357410288,3741821976.9500,3,1.743900,1,1.152700,0
2021-08-05,sh.601899,10.3300,10.4200,10.1600,10.2800,10.5300,342679856,3516739867.3500,3,1.672000,1,-2.374200,0
2021-08-06,sh.601899,10.2300,10.7600,10.2300,10.6800,10.2800,500137056,5287101615.7000,3,2.440300,1,3.891100,0
2021-08-09,sh.601899,10.3000,10.9200,10.2100,10.6900,10.6800,409476208,4315411802.5100,3,1.998000,1,0.093600,0
2021-08-10,sh.601899,10.5600,10.6800,10.4000,10.5500,10.6900,294265232,3092572705.4600,3,1.435800,1,-1.309600,0
2021-08-11,sh.601899,10.6500,10.8200,10.4800,10.5900,10.5500,337027616,3585872944.8100,3,1.644500,1,0.379100,0
2021-08-12,sh.601899,10.6200,11.1500,10.5100,11.0100,10.5900,664056032,7270785681.1600,3,3.240100,1,3.966000,0
2021-08-13,sh.601899,10.9000,11.3400,10.7800,11.2900,11.0100,507957552,5629514682.0000,3,2.478500,1,2.543100,0
2021-08-16,sh.601899,11.4400,11.8400,11.1500,11.1700,11.2900,539013216,6196314544.8100,3,2.630000,1,-1.062900,0
2021-08-17,sh.601899,11.0700,11.4400,10.7800,10.9500,11.1700,448247904,4984103033.1100,3,2.187100,1,-1.969600,0
2021-08-18,sh.601899,10.7900,10.9800,10.6000,10.9100,10.9500,359915568,3882209141.3800,3,1.756100,1,-0.365300,0
2021-08-19,sh.601899,10.6200,10.6500,10.1100,10.3400,10.9100,591193040,6139845359.6000,3,2.884600,1,-5.224600,0
2021-08-20,sh.601899,10.1300,10.1400,9.9000,10.0400,10.3400,414310592,4130780289.3000,3,2.021600,1,-2.901400,0
2021-08-23,sh.601899,10.1300,10.2500,10.0200,10.1400,10.0400,296510672,3003175788.0400,3,1.446800,1,0.996000,0
2021-08-24,sh.601899,10.2500,10.4300,10.2100,10.3200,10.1400,304859936,3155299754.1700,3,1.487500,1,1.775100,0
2021-08-25,sh.601899,10.3200,10.6200,10.1300,10.5200,10.3200,345752576,3596037347.6100,3,1.687000,1,1.938000,0
2021-08-26,sh.601899,10.4300,10.6700,10.3700,10.3900,10.5200,295880000,3102328423.3100,3,1.443700,1,-1.235700,0
2021-08-27,sh.601899,10.3100,10.5000,10.2800,10.4500,10.3900,278706512,2891161547.1500,3,1.359900,1,0.577500,0
2021-08-30,sh.601899,10.6600,11.0200,10.5300,10.8900,10.4500,536410944,5806055586.7400,3,2.617300,1,4.210500,0
2021-08-31,sh.601899,10.8000,11.1100,10.6500,11.1100,10.8900,482796496,5295000177.1100,3,2.355700,1,2.020200,0
2021-09-01,sh.601899,11.1200,11.2400,10.5700,10.6900,11.1100,476200784,5160104185.5200,3,2.323500,1,-3.780400,0
2021-09-02,sh.601899,10.5900,11.0400,10.5500,10.9000,10.6900,371841824,4030435661.3500,3,1.814300,1,1.964500,0
2021-09-03,sh.601899,11.0200,11.4200,10.9400,11.0700,10.9000,478081040,5339696180.0700,3,2.332700,1,1.559600,0
2021-09-06,sh.601899,11.2200,11.2800,10.7600,10.9500,11.0700,382572000,4171886231.2100,3,1.866700,1,-1.084000,0
2021-09-07,sh.601899,10.9600,11.0900,10.8200,10.9800,10.9500,355052672,3899936562.6900,3,1.732400,1,0.274000,0
2021-09-08,sh.601899,10.9100,11.0400,10.6800,10.8500,10.9800,423473728,4593585370.5600,3,2.066300,1,-1.184000,0
2021-09-09,sh.601899,10.7700,11.5700,10.7300,11.4300,10.8500,791356848,8926994879.0200,3,3.861300,1,5.345600,0
2021-09-10,sh.601899,11.4200,12.4500,11.3800,11.9700,11.4300,920206624,11055875820.2400,3,4.490000,1,4.724400,0
2021-09-13,sh.601899,12.2800,12.6800,12.1300,12.3900,11.9700,720541120,8918540790.0100,3,3.515700,1,3.508800,0
2021-09-14,sh.601899,12.1000,12.2200,11.6700,11.7200,12.3900,572338176,6827189281.0500,3,2.792600,1,-5.407600,0
2021-09-15,sh.601899,11.6000,11.6700,11.3100,11.5200,11.7200,356747856,4099964555.9200,3,1.740700,1,-1.706500,0
2021-09-16,sh.601899,11.7000,11.8300,11.1000,11.1100,11.5200,390504096,4448110307.6900,3,1.905400,1,-3.559000,0
2021-09-17,sh.601899,10.8200,11.0700,10.5900,10.8100,11.1100,374819440,4042139006.9500,3,1.828900,1,-2.700300,0
2021-09-22,sh.601899,10.5000,10.7300,10.4300,10.7100,10.8100,276147424,2914656696.6300,3,1.347400,1,-0.925100,0
2021-09-23,sh.601899,10.7900,10.8500,10.5200,10.5800,10.7100,273484160,2909217671.5300,3,1.334400,1,-1.213800,0
2021-09-24,sh.601899,10.5200,10.6300,10.3100,10.3400,10.5800,290751152,3030210106.6700,3,1.418700,1,-2.268400,0
2021-09-27,sh.601899,10.3300,10.3700,10.0100,10.1300,10.3400,291327184,2958240237.8800,3,1.421500,1,-2.030900,0
2021-09-28,sh.601899,10.1400,10.3600,10.0900,10.2200,10.1300,192161870,1963186343.7500,3,0.937600,1,0.888500,0
2021-09-29,sh.601899,10.1000,10.1500,9.9100,10.0200,10.2200,224656525,2250109484.8600,3,1.096200,1,-1.956900,0
2021-09-30,sh.601899,10.0000,10.1000,9.9800,10.0900,10.0200,123459769,1241545888.0200,3,0.602400,1,0.698600,0
2021-10-08,sh.601899,10.2600,10.3000,10.0600,10.2600,10.0900,151931425,1549243831.1300,3,0.741300,1,1.684800,0
2021-10-11,sh.601899,10.7300,11.2000,10.6200,11.0400,10.2600,555733360,6096616463.1200,3,2.711600,1,7.602300,0
2021-10-12,sh.601899,10.9800,10.9800,10.5300,10.8200,11.0400,316027968,3385255642.2900,3,1.542000,1,-1.992800,0
2021-10-13,sh.601899,10.7100,10.7800,10.5600,10.7100,10.8200,146895461,1569183323.2300,3,0.716700,1,-1.016600,0
2021-10-14,sh.601899,11.0000,11.3400,11.0000,11.1300,10.7100,384859984,4295788245.2300,3,1.877900,1,3.921600,0
2021-10-15,sh.601899,11.2000,11.9500,11.2000,11.4600,11.1300,514937216,5955272594.2500,3,2.512500,1,2.965000,0
2021-10-18,sh.601899,11.7000,11.8000,11.1800,11.5600,11.4600,529088368,6067538618.3100,3,2.581600,1,0.872600,0
2021-10-19,sh.601899,11.4000,11.8800,11.2700,11.8000,11.5600,410110320,4778513014.0300,3,2.001100,1,2.076100,0
2021-10-20,sh.601899,11.3800,11.4600,11.1600,11.3200,11.8000,428670640,4855264739.7700,3,2.091600,1,-4.067800,0
2021-10-21,sh.601899,11.4300,11.5800,11.2500,11.3400,11.3200,284046656,3241488056.4600,3,1.386000,1,0.176700,0
2021-10-22,sh.601899,11.1000,11.2400,10.9000,11.1200,11.3400,305697616,3394327524.9100,3,1.491600,1,-1.940000,0
2021-10-25,sh.601899,11.1200,11.2700,10.8800,11.1600,11.1200,194366975,2158677635.4500,3,0.948400,1,0.359700,0
2021-10-26,sh.601899,11.2600,11.4700,11.1100,11.3100,11.1600,224968726,2534819432.2700,3,1.097700,1,1.344100,0
2021-10-27,sh.601899,11.2000,11.2600,10.8400,10.8900,11.3100,276186240,3037153315.4100,3,1.347600,1,-3.713500,0
2021-10-28,sh.601899,10.7000,10.8200,10.3700,10.5100,10.8900,286533280,3022389846.1600,3,1.398100,1,-3.489400,0
2021-10-29,sh.601899,10.5900,10.6400,10.3700,10.4600,10.5100,208885775,2186745474.8900,3,1.019200,1,-0.475700,0
2021-11-01,sh.601899,10.3700,10.5600,10.2800,10.4800,10.4600,210225343,2191801786.3700,3,1.025800,1,0.191200,0
2021-11-02,sh.601899,10.4700,10.5200,10.0500,10.2300,10.4800,315797376,3242283765.8500,3,1.540900,1,-2.385500,0
2021-11-03,sh.601899,10.2300,10.2600,10.0800,10.2000,10.2300,231626822,2351302285.3000,3,1.130200,1,-0.293300,0
2021-11-04,sh.601899,10.2100,10.2600,10.1200,10.2600,10.2000,188213934,1919555805.0400,3,0.918400,1,0.588200,0
2021-11-05,sh.601899,10.1700,10.2500,10.1500,10.1800,10.2600,150868038,1536473007.1700,3,0.736100,1,-0.779700,0
2021-11-08,sh.601899,10.3000,10.6400,10.3000,10.5100,10.1800,291238976,3056813877.4200,3,1.421000,1,3.241700,0
2021-11-09,sh.601899,10.6000,10.6500,10.4100,10.5600,10.5100,165074576,1734037571.7900,3,0.805500,1,0.475700,0
2021-11-10,sh.601899,10.5400,10.5800,10.3500,10.5500,10.5600,168884883,1764772530.8500,3,0.824000,1,-0.094700,0
2021-11-11,sh.601899,10.5000,10.7300,10.5000,10.6900,10.5500,200024833,2121113366.3700,3,0.976000,1,1.327000,0
2021-11-12,sh.601899,10.7600,10.9500,10.7300,10.7400,10.6900,178949092,1932810518.9500,3,0.873100,1,0.467700,0
2021-11-15,sh.601899,10.7500,10.9000,10.5000,10.5600,10.7400,160909699,1711734275.6900,3,0.785100,1,-1.676000,0
2021-11-16,sh.601899,10.5700,10.6100,10.3200,10.3600,10.5600,163075827,1699260780.3300,3,0.795700,1,-1.893900,0
2021-11-17,sh.601899,10.3100,10.4400,10.2800,10.4200,10.3600,103452801,1074398998.6800,3,0.504800,1,0.579200,0
2021-11-18,sh.601899,10.3200,10.4400,10.3200,10.3600,10.4200,135204181,1402017901.7200,3,0.659700,1,-0.575800,0
2021-11-19,sh.601899,10.3600,10.4500,10.2400,10.4300,10.3600,165884255,1715728744.1600,3,0.809400,1,0.675700,0
2021-11-22,sh.601899,10.4400,10.5600,10.3700,10.5400,10.4300,155700446,1633281047.1800,3,0.759700,1,1.054700,0
2021-11-23,sh.601899,10.5000,10.6800,10.4600,10.5800,10.5400,163768165,1732241839.9200,3,0.799100,1,0.379500,0
2021-11-24,sh.601899,10.6000,10.6200,10.3600,10.4400,10.5800,155171133,1620450534.7300,3,0.757100,1,-1.323300,0
2021-11-25,sh.601899,10.4800,10.5700,10.3400,10.5300,10.4400,147353124,1543611126.3500,3,0.719000,1,0.862100,0
2021-11-26,sh.601899,10.4400,10.4600,10.3300,10.3600,10.5300,136933219,1421666885.4100,3,0.668100,1,-1.614400,0
2021-11-29,sh.601899,10.2000,10.4400,10.0800,10.2500,10.3600,196592099,2012578664.0900,3,0.959200,1,-1.061800,0
2021-11-30,sh.601899,10.2700,10.3200,10.1300,10.1500,10.2500,164771599,1679330428.3000,3,0.804000,1,-0.975600,0
2021-12-01,sh.601899,10.0900,10.1700,10.0000,10.1400,10.1500,173396555,1747896488.9300,3,0.846100,1,-0.098500,0
2021-12-02,sh.601899,10.0900,10.1400,10.0100,10.0400,10.1400,171598087,1723933861.7200,3,0.837300,1,-0.986200,0
2021-12-03,sh.601899,10.0500,10.1200,9.9700,10.1200,10.0400,180795611,1814986967.4900,3,0.882200,1,0.796800,0
2021-12-06,sh.601899,10.1200,10.2600,10.0600,10.1700,10.1200,165710038,1687485543.9900,3,0.808600,1,0.494100,0
2021-12-07,sh.601899,10.2600,10.2800,10.1600,10.2500,10.1700,154853258,1583273592.9400,3,0.755600,1,0.786600,0
2021-12-08,sh.601899,10.3400,10.3400,10.2500,10.3000,10.2500,149696872,1540960254.0400,3,0.730400,1,0.487800,0
2021-12-09,sh.601899,10.3400,10.3900,10.2800,10.3600,10.3000,179496338,1856700650.6200,3,0.875800,1,0.582500,0
2021-12-10,sh.601899,10.3100,10.3200,10.1600,10.2600,10.3600,152268622,1558863155.0300,3,0.743000,1,-0.965300,0
2021-12-13,sh.601899,10.2800,10.4900,10.2500,10.3800,10.2600,225459238,2337278145.6100,3,1.100100,1,1.169600,0
2021-12-14,sh.601899,10.3000,10.3200,10.1000,10.1400,10.3800,201746051,2054070176.6800,3,0.984400,1,-2.312100,0
2021-12-15,sh.601899,10.1100,10.1200,10.0300,10.0500,10.1400,153263643,1541102577.7600,3,0.747800,1,-0.887600,0
2021-12-16,sh.601899,10.0500,10.1400,10.0000,10.1100,10.0500,154927165,1559941264.5200,3,0.755900,1,0.597000,0
2021-12-17,sh.601899,10.1800,10.3300,10.1600,10.1700,10.1100,184007620,1882848129.1000,3,0.897800,1,0.593500,0
2021-12-20,sh.601899,10.0200,10.1200,9.9200,9.9600,10.1700,234661098,2346452601.0100,3,1.145000,1,-2.064900,0
2021-12-21,sh.601899,9.9400,10.0100,9.9200,9.9900,9.9600,81491132,812875087.6400,3,0.397600,1,0.301200,0
2021-12-22,sh.601899,9.9900,10.0400,9.9400,9.9700,9.9900,100050658,997061440.8200,3,0.488200,1,-0.200200,0
2021-12-23,sh.601899,10.0000,10.0800,9.9600,10.0300,9.9700,108666698,1088696073.8000,3,0.530200,1,0.601800,0
2021-12-24,sh.601899,10.0300,10.0300,9.6300,9.6900,10.0300,229753578,2242390542.2200,3,1.121000,1,-3.389800,0
2021-12-27,sh.601899,9.7600,9.7600,9.5400,9.5800,9.6900,130990345,1261772199.7200,3,0.639100,1,-1.135200,0
2021-12-28,sh.601899,9.6200,9.7400,9.5600,9.7100,9.5800,127947316,1234969570.4200,3,0.624300,1,1.357000,0
2021-12-29,sh.601899,9.7000,9.7200,9.5800,9.6200,9.7100,105092586,1011289593.5600,3,0.512800,1,-0.926900,0
2021-12-30,sh.601899,9.6500,9.7400,9.5900,9.6400,9.6200,90555018,874786652.1800,3,0.441800,1,0.207900,0
2021-12-31,sh.601899,9.6700,9.7300,9.6200,9.7000,9.6400,80544673,780543449.1300,3,0.393000,1,0.622400,0
2022-01-04,sh.601899,9.7000,9.8600,9.6200,9.8200,9.7000,151937844,1476678476.1000,3,0.741400,1,1.237100,0
2022-01-05,sh.601899,9.8000,9.8600,9.7200,9.7700,9.8200,117856607,1154269047.1500,3,0.575100,1,-0.509200,0
2022-01-06,sh.601899,9.7100,9.8100,9.6500,9.6700,9.7700,112224349,1087737432.0400,3,0.547600,1,-1.023500,0
2022-01-07,sh.601899,9.6500,9.6600,9.3000,9.3700,9.6700,288598400,2723652166.9700,3,1.408200,1,-3.102400,0
2022-01-10,sh.601899,9.3700,9.4300,9.3100,9.4000,9.3700,130256364,1221940933.3300,3,0.635600,1,0.320200,0
2022-01-11,sh.601899,9.4200,9.4900,9.3800,9.4300,9.4000,107029977,1010333226.0600,3,0.522200,1,0.319100,0
2022-01-12,sh.601899,9.4900,10.0900,9.4900,10.0100,9.4300,438182880,4321974972.4800,3,2.138000,1,6.150600,0
2022-01-13,sh.601899,10.2300,10.4600,10.0500,10.0600,10.0100,389068320,3989473620.8300,3,1.898400,1,0.499500,0
2022-01-14,sh.601899,10.0000,10.0100,9.7800,9.8200,10.0600,195308862,1923461414.5600,3,0.953000,1,-2.385700,0
2022-01-17,sh.601899,9.8500,9.8600,9.5800,9.6800,9.8200,197777488,1917765148.8400,3,0.965000,1,-1.425700,0
2022-01-18,sh.601899,9.7500,10.0900,9.6700,9.9400,9.6800,247705199,2462070698.9800,3,1.208600,1,2.686000,0
2022-01-19,sh.601899,9.9500,10.0100,9.8300,9.8900,9.9400,159293183,1576770289.2500,3,0.777200,1,-0.503000,0
2022-01-20,sh.601899,10.0800,10.2100,10.0500,10.1200,9.8900,278928960,2827346305.5700,3,1.361000,1,2.325600,0
2022-01-21,sh.601899,10.1300,10.3500,9.9700,10.2700,10.1200,293429744,3007898728.8100,3,1.431700,1,1.482200,0
2022-01-24,sh.601899,10.1300,10.3000,10.1100,10.2900,10.2700,179100403,1831281747.8900,3,0.873900,1,0.194700,0
2022-01-25,sh.601899,10.1900,10.4500,10.1000,10.1100,10.2900,228660124,2350208683.0000,3,1.115700,1,-1.749300,0
2022-01-26,sh.601899,10.2000,10.2700,9.9800,10.1800,10.1100,140693969,1427162038.5000,3,0.686500,1,0.692400,0
2022-01-27,sh.601899,10.2000,10.2000,9.9000,9.9100,10.1800,177745272,1780717923.1400,3,0.867300,1,-2.652300,0
2022-01-28,sh.601899,9.8800,9.9900,9.6100,9.7600,9.9100,148019030,1447213004.3100,3,0.722200,1,-1.513600,0
2022-02-07,sh.601899,10.0300,10.2800,10.0200,10.2500,9.7600,242635817,2469767346.8300,3,1.183900,1,5.020500,0
2022-02-08,sh.601899,10.2800,10.3500,10.1300,10.3500,10.2500,190474875,1952559159.3100,3,0.929400,1,0.975600,0
2022-02-09,sh.601899,10.4100,10.8900,10.3700,10.7800,10.3500,393840768,4228453406.6600,3,1.921700,1,4.154600,0
2022-02-10,sh.601899,11.0200,11.4100,11.0200,11.2100,10.7800,526339376,5924627598.2600,3,2.568200,1,3.988900,0
2022-02-11,sh.601899,11.2700,11.6200,11.0500,11.0600,11.2100,353530336,3994054355.7200,3,1.725000,1,-1.338100,0
2022-02-14,sh.601899,11.0600,11.2400,10.9700,11.0600,11.0600,236092175,2617562427.2800,3,1.152000,1,0.000000,0
2022-02-15,sh.601899,11.1300,11.1500,10.7600,10.9000,11.0600,214786908,2341801550.5800,3,1.048000,1,-1.446700,0
2022-02-16,sh.601899,10.8300,11.0300,10.7700,10.9300,10.9000,162692641,1776274260.8400,3,0.793800,1,0.275200,0
2022-02-17,sh.601899,10.9400,11.3200,10.9200,11.2700,10.9300,277804592,3114061250.1100,3,1.355500,1,3.110700,0
2022-02-18,sh.601899,11.3400,11.3400,11.0800,11.2300,11.2700,183977329,2058938301.9500,3,0.897700,1,-0.354900,0
2022-02-21,sh.601899,11.1400,11.3800,11.0400,11.1200,11.2300,154311223,1722703572.4300,3,0.752900,1,-0.979500,0
2022-02-22,sh.601899,11.1700,11.2600,10.9600,11.2000,11.1200,191084683,2125847412.4300,3,0.932400,1,0.719400,0
2022-02-23,sh.601899,11.1100,11.1400,10.8300,10.9200,11.2000,260732359,2840347948.4800,3,1.272200,1,-2.500000,0
2022-02-24,sh.601899,10.8800,11.2900,10.8400,11.0000,10.9200,437359792,4846879680.0900,3,2.134000,1,0.732600,0
2022-02-25,sh.601899,10.8900,11.1700,10.6500,10.9500,11.0000,284296432,3114026825.1900,3,1.387200,1,-0.454500,0
2022-02-28,sh.601899,11.0000,11.2800,10.8500,11.2200,10.9500,305738560,3391277088.0000,3,1.491800,1,2.465800,0
2022-03-01,sh.601899,11.2300,11.2600,10.9700,11.1500,11.2200,202566146,2248499088.0000,3,0.988400,1,-0.623900,0
2022-03-02,sh.601899,11.3600,11.5200,11.3100,11.4000,11.1500,320060320,3654721664.0000,3,1.561700,1,2.242200,0
2022-03-03,sh.601899,11.5200,12.0900,11.5200,11.8700,11.4000,455231456,5417605376.0000,3,2.221200,1,4.122800,0
2022-03-04,sh.601899,11.8100,11.9700,11.5200,11.5800,11.8700,295238176,3456283184.0000,3,1.440600,1,-2.443100,0
2022-03-07,sh.601899,12.0100,12.1700,11.7300,11.8300,11.5800,417808496,4982781440.0000,3,2.038600,1,2.158900,0
2022-03-08,sh.601899,11.4400,11.7900,11.1000,11.4100,11.8300,411158640,4705712384.0000,3,2.006200,1,-3.550300,0
2022-03-09,sh.601899,11.4800,11.6000,10.8200,11.2700,11.4100,307834288,3473775824.0000,3,1.502000,1,-1.227000,0
2022-03-10,sh.601899,11.0100,11.1400,10.7700,10.9800,11.2700,289722720,3178442560.0000,3,1.413600,1,-2.573200,0
2022-03-11,sh.601899,10.8900,10.9800,10.6500,10.9800,10.9800,198185486,2144011520.0000,3,0.967000,1,0.000000,0
2022-03-14,sh.601899,10.7500,10.8500,10.4400,10.4500,10.9800,216690517,2298407680.0000,3,1.057300,1,-4.827000,0
2022-03-15,sh.601899,10.0700,10.1400,9.5200,9.5500,10.4500,378224160,3709245328.0000,3,1.845500,1,-8.612400,0
